Language,Program,PowerLimit,Package,Core,GPU,DRAM,Time(ms),Temperature,Memory,Perf
C, fannkuch-redux, -1, 53.510925292968750000, 52.801696777343750000,  ,  , 1971, 55.2, 1664, 0
C, fannkuch-redux, -1, 53.606567382812500000, 52.898681640625000000,  ,  , 1971, 56.2, 1664, 0
C, fannkuch-redux, -1, 53.449401855468750000, 52.750854492187500000,  ,  , 1971, 55.5, 1664, 0
C, fannkuch-redux, -1, 53.499145507812500000, 52.794921875000000000,  ,  , 1974, 55.2, 1664, 0
C, fannkuch-redux, -1, 53.523986816406250000, 52.823425292968750000,  ,  , 1971, 56.0, 1664, 0
C, fannkuch-redux, -1, 53.514648437500000000, 52.802307128906250000,  ,  , 1971, 56.0, 1664, 0
C, fannkuch-redux, -1, 53.507690429687500000, 52.806518554687500000,  ,  , 1976, 55.8, 1664, 0
C, fannkuch-redux, -1, 53.401916503906250000, 52.695007324218750000,  ,  , 1971, 55.8, 1664, 0
C, fannkuch-redux, -1, 53.583740234375000000, 52.881164550781250000,  ,  , 1975, 55.8, 1664, 0
C, fannkuch-redux, -1, 53.647583007812500000, 52.947204589843750000,  ,  , 1975, 56.8, 1664, 0
C, fannkuch-redux, -1, 53.763916015625000000, 53.070312500000000000,  ,  , 1976, 56.0, 1664, 0
C, fannkuch-redux, -1, 53.492431640625000000, 52.797302246093750000,  ,  , 1976, 56.2, 1664, 0
C, fannkuch-redux, -1, 53.769775390625000000, 53.076477050781250000,  ,  , 1975, 57.0, 1664, 0
C, fannkuch-redux, -1, 53.774230957031250000, 53.081665039062500000,  ,  , 1975, 56.8, 1664, 0
C, fannkuch-redux, -1, 53.798706054687500000, 53.098693847656250000,  ,  , 1975, 57.0, 1664, 0
C, fannkuch-redux, -1, 53.835388183593750000, 53.133850097656250000,  ,  , 1974, 57.0, 1664, 0
C, fasta, -1, 6.390686035156250000, 6.155578613281250000,  ,  , 669, 49.0, 1408, 0
C, fasta, -1, 6.546203613281250000, 6.314941406250000000,  ,  , 669, 52.5, 1408, 0
C, fasta, -1, 6.511901855468750000, 6.284362792968750000,  ,  , 666, 52.5, 1408, 0
C, fasta, -1, 6.417480468750000000, 6.192443847656250000,  ,  , 665, 52.8, 1408, 0
C, fasta, -1, 6.572326660156250000, 6.339782714843750000,  ,  , 666, 52.8, 1408, 0
C, fasta, -1, 6.527709960937500000, 6.286804199218750000,  ,  , 666, 53.0, 1408, 0
C, fasta, -1, 6.431396484375000000, 6.198547363281250000,  ,  , 667, 53.0, 1408, 0
C, fasta, -1, 6.512817382812500000, 6.269409179687500000,  ,  , 667, 52.5, 1408, 0
C, fasta, -1, 6.397888183593750000, 6.168029785156250000,  ,  , 666, 52.5, 1408, 0
C, fasta, -1, 6.409118652343750000, 6.169860839843750000,  ,  , 667, 52.2, 1408, 0
C, fasta, -1, 6.411499023437500000, 6.177062988281250000,  ,  , 667, 52.2, 1408, 0
C, fasta, -1, 6.435974121093750000, 6.190795898437500000,  ,  , 666, 53.2, 1408, 0
C, fasta, -1, 6.434387207031250000, 6.202941894531250000,  ,  , 667, 53.2, 1408, 0
C, fasta, -1, 6.487304687500000000, 6.248596191406250000,  ,  , 665, 52.2, 1408, 0
C, fasta, -1, 6.583496093750000000, 6.355651855468750000,  ,  , 667, 52.2, 1408, 0
C, fasta, -1, 6.439880371093750000, 6.204040527343750000,  ,  , 666, 52.8, 1408, 0
C, fasta, -1, 6.512207031250000000, 6.266113281250000000,  ,  , 670, 52.8, 1408, 0
C, fasta, -1, 6.546203613281250000, 6.317199707031250000,  ,  , 667, 52.5, 1408, 0
C, fasta, -1, 6.436523437500000000, 6.205627441406250000,  ,  , 666, 52.5, 1408, 0
C, fasta, -1, 6.437377929687500000, 6.191162109375000000,  ,  , 666, 53.0, 1408, 0
C, k-nucleotide, -1, 75.748901367187500000, 74.585693359375000000,  ,  , 2832, 55.8, 130304, 0
C, k-nucleotide, -1, 78.944763183593750000, 77.554626464843750000,  ,  , 3005, 56.8, 130304, 0
C, k-nucleotide, -1, 77.649841308593750000, 76.385986328125000000,  ,  , 2887, 57.0, 130304, 0
C, k-nucleotide, -1, 79.042846679687500000, 77.645202636718750000,  ,  , 3025, 56.0, 130304, 0
C, k-nucleotide, -1, 76.331787109375000000, 75.164672851562500000,  ,  , 2800, 57.2, 130304, 0
C, k-nucleotide, -1, 81.283813476562500000, 79.645019531250000000,  ,  , 3162, 57.2, 130304, 0
C, k-nucleotide, -1, 79.732421875000000000, 78.225585937500000000,  ,  , 3113, 56.8, 130304, 0
C, k-nucleotide, -1, 76.826965332031250000, 75.638977050781250000,  ,  , 2817, 57.5, 130304, 0
C, k-nucleotide, -1, 76.223876953125000000, 75.115234375000000000,  ,  , 2756, 58.0, 130304, 0
C, k-nucleotide, -1, 75.007812500000000000, 73.946594238281250000,  ,  , 2682, 58.2, 130304, 0
C, k-nucleotide, -1, 77.273864746093750000, 76.026611328125000000,  ,  , 2888, 57.8, 130304, 0
C, k-nucleotide, -1, 75.814392089843750000, 74.691711425781250000,  ,  , 2744, 58.5, 130304, 0
C, k-nucleotide, -1, 75.659545898437500000, 74.559570312500000000,  ,  , 2724, 58.5, 130304, 0
C, k-nucleotide, -1, 76.792053222656250000, 75.608337402343750000,  ,  , 2805, 58.2, 130304, 0
C, k-nucleotide, -1, 80.604064941406250000, 79.067260742187500000,  ,  , 3153, 58.0, 130304, 0
C, k-nucleotide, -1, 80.694763183593750000, 79.167236328125000000,  ,  , 3171, 57.5, 130304, 0
C, k-nucleotide, -1, 76.403198242187500000, 75.263671875000000000,  ,  , 2778, 59.0, 130304, 0
C, k-nucleotide, -1, 81.740722656250000000, 80.119995117187500000,  ,  , 3221, 57.5, 130304, 0
C, k-nucleotide, -1, 76.836669921875000000, 75.677917480468750000,  ,  , 2797, 59.2, 130304, 0
C, k-nucleotide, -1, 77.281005859375000000, 76.017578125000000000,  ,  , 2879, 59.0, 130304, 0
C, mandelbrot, -1, 26.640930175781250000, 26.298278808593750000,  ,  , 951, 52.0, 33152, 0
C, mandelbrot, -1, 27.451904296875000000, 27.101440429687500000,  ,  , 967, 62.8, 33280, 0
C, mandelbrot, -1, 26.756408691406250000, 26.415527343750000000,  ,  , 951, 52.0, 33024, 0
C, mandelbrot, -1, 26.794189453125000000, 26.460388183593750000,  ,  , 946, 62.5, 33024, 0
C, mandelbrot, -1, 26.730163574218750000, 26.387634277343750000,  ,  , 949, 52.0, 33152, 0
C, mandelbrot, -1, 26.771789550781250000, 26.438293457031250000,  ,  , 946, 62.8, 33280, 0
C, mandelbrot, -1, 26.771179199218750000, 26.433898925781250000,  ,  , 947, 52.2, 33152, 0
C, mandelbrot, -1, 26.914733886718750000, 26.570800781250000000,  ,  , 946, 62.8, 33280, 0
C, mandelbrot, -1, 26.763427734375000000, 26.426879882812500000,  ,  , 947, 52.2, 33280, 0
C, mandelbrot, -1, 26.812866210937500000, 26.469665527343750000,  ,  , 947, 62.5, 33152, 0
C, mandelbrot, -1, 26.828613281250000000, 26.481628417968750000,  ,  , 953, 52.5, 33152, 0
C, mandelbrot, -1, 26.881652832031250000, 26.530334472656250000,  ,  , 946, 63.0, 33152, 0
C, mandelbrot, -1, 26.673095703125000000, 26.335937500000000000,  ,  , 950, 52.2, 33152, 0
C, mandelbrot, -1, 26.843688964843750000, 26.495544433593750000,  ,  , 946, 63.0, 33152, 0
C, mandelbrot, -1, 26.815429687500000000, 26.473754882812500000,  ,  , 951, 52.0, 33024, 0
C, mandelbrot, -1, 26.935363769531250000, 26.590637207031250000,  ,  , 946, 62.5, 33152, 0
C, mandelbrot, -1, 26.853271484375000000, 26.512878417968750000,  ,  , 950, 52.2, 33152, 0
C, mandelbrot, -1, 26.893737792968750000, 26.561279296875000000,  ,  , 946, 63.0, 33024, 0
C, mandelbrot, -1, 26.774291992187500000, 26.435485839843750000,  ,  , 950, 52.2, 33024, 0
C, mandelbrot, -1, 26.968444824218750000, 26.630432128906250000,  ,  , 949, 63.0, 33280, 0
C, n-body, -1, 19.988159179687500000, 19.377807617187500000,  ,  , 1733, 56.2, 1536, 0
C, n-body, -1, 19.888671875000000000, 19.269958496093750000,  ,  , 1735, 56.8, 1536, 0
C, n-body, -1, 19.757812500000000000, 19.150085449218750000,  ,  , 1732, 56.2, 1536, 0
C, n-body, -1, 19.568725585937500000, 18.955261230468750000,  ,  , 1732, 56.2, 1536, 0
C, n-body, -1, 19.892944335937500000, 19.273498535156250000,  ,  , 1735, 55.8, 1536, 0
C, n-body, -1, 19.695861816406250000, 19.086791992187500000,  ,  , 1733, 56.5, 1536, 0
C, n-body, -1, 19.490478515625000000, 18.867675781250000000,  ,  , 1730, 55.8, 1536, 0
C, n-body, -1, 19.675231933593750000, 19.054626464843750000,  ,  , 1731, 55.5, 1536, 0
C, n-body, -1, 19.620056152343750000, 19.007568359375000000,  ,  , 1732, 55.5, 1536, 0
C, n-body, -1, 19.762878417968750000, 19.155395507812500000,  ,  , 1732, 55.8, 1536, 0
C, n-body, -1, 19.697631835937500000, 19.088378906250000000,  ,  , 1731, 55.5, 1536, 0
C, n-body, -1, 19.529418945312500000, 18.914611816406250000,  ,  , 1732, 55.2, 1536, 0
C, n-body, -1, 19.701354980468750000, 19.091247558593750000,  ,  , 1728, 55.8, 1536, 0
C, n-body, -1, 19.501098632812500000, 18.885131835937500000,  ,  , 1731, 55.5, 1536, 0
C, n-body, -1, 19.532897949218750000, 18.906372070312500000,  ,  , 1734, 55.0, 1536, 0
C, n-body, -1, 19.578063964843750000, 18.952880859375000000,  ,  , 1729, 55.0, 1536, 0
C, n-body, -1, 19.697265625000000000, 19.080139160156250000,  ,  , 1729, 55.2, 1536, 0
C, n-body, -1, 19.551452636718750000, 18.927246093750000000,  ,  , 1729, 55.5, 1536, 0
C, n-body, -1, 19.802124023437500000, 19.193481445312500000,  ,  , 1733, 55.8, 1536, 0
C, n-body, -1, 19.719360351562500000, 19.110229492187500000,  ,  , 1734, 55.0, 1536, 0
C, regex-redux, -1, 15.841186523437500000, 15.561340332031250000,  ,  , 689, 56.8, 152256, 0
C, regex-redux, -1, 15.758728027343750000, 15.477966308593750000,  ,  , 694, 50.8, 152256, 0
C, regex-redux, -1, 15.718383789062500000, 15.436889648437500000,  ,  , 690, 57.2, 152256, 0
C, regex-redux, -1, 15.646789550781250000, 15.370666503906250000,  ,  , 693, 51.2, 152256, 0
C, regex-redux, -1, 15.851501464843750000, 15.565063476562500000,  ,  , 689, 57.0, 152260, 0
C, regex-redux, -1, 15.787658691406250000, 15.516479492187500000,  ,  , 694, 50.8, 152256, 0
C, regex-redux, -1, 15.945312500000000000, 15.666870117187500000,  ,  , 691, 57.2, 152256, 0
C, regex-redux, -1, 15.728515625000000000, 15.449462890625000000,  ,  , 693, 51.2, 152256, 0
C, regex-redux, -1, 15.937133789062500000, 15.661071777343750000,  ,  , 689, 57.0, 152260, 0
C, regex-redux, -1, 15.823364257812500000, 15.552429199218750000,  ,  , 693, 51.0, 152256, 0
C, regex-redux, -1, 15.761535644531250000, 15.481384277343750000,  ,  , 690, 56.8, 152256, 0
C, regex-redux, -1, 15.759460449218750000, 15.482055664062500000,  ,  , 693, 50.8, 152256, 0
C, regex-redux, -1, 15.842651367187500000, 15.562255859375000000,  ,  , 690, 56.5, 152260, 0
C, regex-redux, -1, 15.832641601562500000, 15.549316406250000000,  ,  , 694, 51.0, 152256, 0
C, regex-redux, -1, 15.838256835937500000, 15.559082031250000000,  ,  , 689, 57.2, 152256, 0
C, regex-redux, -1, 15.735168457031250000, 15.460815429687500000,  ,  , 691, 51.0, 152256, 0
C, regex-redux, -1, 15.969665527343750000, 15.690979003906250000,  ,  , 690, 57.5, 152256, 0
C, regex-redux, -1, 15.675354003906250000, 15.398620605468750000,  ,  , 693, 50.8, 152256, 0
C, regex-redux, -1, 15.768249511718750000, 15.495422363281250000,  ,  , 689, 56.8, 152256, 0
C, regex-redux, -1, 15.931030273437500000, 15.651672363281250000,  ,  , 697, 51.5, 152260, 0
C, reverse-complement, -1, 1.434509277343750000, 1.376281738281250000,  ,  , 99, 50.5, 127508, 0
C, reverse-complement, -1, 1.452148437500000000, 1.391174316406250000,  ,  , 96, 50.5, 127508, 0
C, reverse-complement, -1, 1.431579589843750000, 1.374023437500000000,  ,  , 94, 50.5, 127508, 0
C, reverse-complement, -1, 1.472900390625000000, 1.414428710937500000,  ,  , 94, 50.5, 127508, 0
C, reverse-complement, -1, 1.462707519531250000, 1.404663085937500000,  ,  , 94, 50.5, 127508, 0
C, reverse-complement, -1, 1.438476562500000000, 1.378784179687500000,  ,  , 94, 50.5, 127640, 0
C, reverse-complement, -1, 1.461364746093750000, 1.393066406250000000,  ,  , 94, 50.5, 127380, 0
C, reverse-complement, -1, 1.450500488281250000, 1.380676269531250000,  ,  , 95, 50.5, 127636, 0
C, reverse-complement, -1, 1.469604492187500000, 1.406555175781250000,  ,  , 95, 50.5, 127512, 0
C, reverse-complement, -1, 1.474609375000000000, 1.403991699218750000,  ,  , 94, 56.8, 127512, 0
C, reverse-complement, -1, 1.439758300781250000, 1.374755859375000000,  ,  , 94, 50.5, 127508, 0
C, reverse-complement, -1, 1.469543457031250000, 1.408813476562500000,  ,  , 94, 50.5, 127512, 0
C, reverse-complement, -1, 1.451660156250000000, 1.390136718750000000,  ,  , 94, 50.5, 127508, 0
C, reverse-complement, -1, 1.462097167968750000, 1.405151367187500000,  ,  , 94, 50.5, 127512, 0
C, reverse-complement, -1, 1.456481933593750000, 1.391967773437500000,  ,  , 93, 50.5, 127508, 0
C, reverse-complement, -1, 1.480346679687500000, 1.408996582031250000,  ,  , 95, 50.5, 127508, 0
C, reverse-complement, -1, 1.459167480468750000, 1.403137207031250000,  ,  , 95, 50.5, 127512, 0
C, reverse-complement, -1, 1.467224121093750000, 1.408508300781250000,  ,  , 94, 50.5, 127508, 0
C, reverse-complement, -1, 1.480224609375000000, 1.405944824218750000,  ,  , 95, 50.5, 127512, 0
C, reverse-complement, -1, 1.485412597656250000, 1.428039550781250000,  ,  , 95, 56.8, 127508, 0
C, spectral-norm, -1, 9.571289062500000000, 9.469238281250000000,  ,  , 312, 50.8, 2048, 0
C, spectral-norm, -1, 9.693054199218750000, 9.583190917968750000,  ,  , 308, 50.8, 2048, 0
C, spectral-norm, -1, 9.601745605468750000, 9.502990722656250000,  ,  , 307, 50.8, 2048, 0
C, spectral-norm, -1, 9.629882812500000000, 9.530883789062500000,  ,  , 308, 62.5, 2048, 0
C, spectral-norm, -1, 9.516662597656250000, 9.405639648437500000,  ,  , 312, 51.2, 2048, 0
C, spectral-norm, -1, 9.643676757812500000, 9.536499023437500000,  ,  , 308, 51.2, 2048, 0
C, spectral-norm, -1, 9.301818847656250000, 9.189208984375000000,  ,  , 328, 51.2, 2048, 0
C, spectral-norm, -1, 9.719482421875000000, 9.606445312500000000,  ,  , 308, 63.5, 2048, 0
C, spectral-norm, -1, 9.625610351562500000, 9.519348144531250000,  ,  , 312, 51.5, 2048, 0
C, spectral-norm, -1, 9.630554199218750000, 9.516052246093750000,  ,  , 307, 51.5, 2048, 0
C, spectral-norm, -1, 9.697387695312500000, 9.588256835937500000,  ,  , 307, 51.5, 2048, 0
C, spectral-norm, -1, 9.763977050781250000, 9.642883300781250000,  ,  , 309, 63.0, 2048, 0
C, spectral-norm, -1, 9.586669921875000000, 9.488098144531250000,  ,  , 312, 51.5, 2048, 0
C, spectral-norm, -1, 9.622863769531250000, 9.518249511718750000,  ,  , 307, 51.5, 2048, 0
C, spectral-norm, -1, 9.704956054687500000, 9.597351074218750000,  ,  , 308, 51.5, 2048, 0
C, spectral-norm, -1, 9.673583984375000000, 9.560302734375000000,  ,  , 307, 63.5, 2048, 0
C, spectral-norm, -1, 9.664062500000000000, 9.560852050781250000,  ,  , 312, 52.0, 2048, 0
C, spectral-norm, -1, 9.706787109375000000, 9.593933105468750000,  ,  , 308, 52.0, 2048, 0
C, spectral-norm, -1, 9.743225097656250000, 9.625610351562500000,  ,  , 308, 52.0, 2048, 0
C, spectral-norm, -1, 9.759582519531250000, 9.646789550781250000,  ,  , 308, 63.2, 2048, 0
C++, binary-trees, -1, 23.973510742187500000, 23.469055175781250000,  ,  , 832, 51.8, 168244, 0
C++, binary-trees, -1, 23.436767578125000000, 22.931823730468750000,  ,  , 794, 60.2, 143800, 0
C++, binary-trees, -1, 24.358032226562500000, 23.806274414062500000,  ,  , 840, 52.2, 145716, 0
C++, binary-trees, -1, 23.851440429687500000, 23.370178222656250000,  ,  , 809, 59.8, 168244, 0
C++, binary-trees, -1, 24.188354492187500000, 23.623107910156250000,  ,  , 875, 51.8, 170296, 0
C++, binary-trees, -1, 23.845275878906250000, 23.356872558593750000,  ,  , 807, 60.2, 168248, 0
C++, binary-trees, -1, 22.472717285156250000, 22.006958007812500000,  ,  , 767, 51.8, 135988, 0
C++, binary-trees, -1, 23.394165039062500000, 22.916015625000000000,  ,  , 813, 59.5, 168244, 0
C++, binary-trees, -1, 23.486389160156250000, 22.962768554687500000,  ,  , 817, 52.0, 145716, 0
C++, binary-trees, -1, 23.334533691406250000, 22.851928710937500000,  ,  , 798, 59.8, 168248, 0
C++, binary-trees, -1, 23.964904785156250000, 23.422607421875000000,  ,  , 840, 52.0, 170292, 0
C++, binary-trees, -1, 22.772888183593750000, 22.311584472656250000,  ,  , 766, 60.5, 134528, 0
C++, binary-trees, -1, 24.114379882812500000, 23.635986328125000000,  ,  , 827, 52.0, 168244, 0
C++, binary-trees, -1, 23.014160156250000000, 22.537963867187500000,  ,  , 763, 60.5, 134528, 0
C++, binary-trees, -1, 22.554260253906250000, 22.086791992187500000,  ,  , 771, 52.2, 134528, 0
C++, binary-trees, -1, 23.715698242187500000, 23.227722167968750000,  ,  , 821, 60.0, 168248, 0
C++, binary-trees, -1, 23.842468261718750000, 23.355895996093750000,  ,  , 818, 52.2, 168244, 0
C++, binary-trees, -1, 23.979248046875000000, 23.453979492187500000,  ,  , 825, 60.0, 170296, 0
C++, binary-trees, -1, 23.029357910156250000, 22.541076660156250000,  ,  , 845, 52.5, 168244, 0
C++, binary-trees, -1, 24.042846679687500000, 23.549011230468750000,  ,  , 822, 59.5, 168244, 0
C++, fannkuch-redux, -1, 88.388610839843750000, 87.137329101562500000,  ,  , 3532, 60.0, 3584, 0
C++, fannkuch-redux, -1, 88.440734863281250000, 87.187255859375000000,  ,  , 3533, 60.5, 3712, 0
C++, fannkuch-redux, -1, 88.525695800781250000, 87.257629394531250000,  ,  , 3535, 61.2, 3584, 0
C++, fannkuch-redux, -1, 88.419372558593750000, 87.159057617187500000,  ,  , 3529, 61.0, 3584, 0
C++, fannkuch-redux, -1, 88.236816406250000000, 86.972717285156250000,  ,  , 3534, 61.0, 3584, 0
C++, fannkuch-redux, -1, 88.477600097656250000, 87.218383789062500000,  ,  , 3533, 61.0, 3584, 0
C++, fannkuch-redux, -1, 88.326599121093750000, 87.072692871093750000,  ,  , 3534, 61.0, 3712, 0
C++, fannkuch-redux, -1, 88.426147460937500000, 87.161926269531250000,  ,  , 3534, 61.5, 3584, 0
C++, fannkuch-redux, -1, 88.448974609375000000, 87.192443847656250000,  ,  , 3531, 62.2, 3712, 0
C++, fannkuch-redux, -1, 88.591613769531250000, 87.332885742187500000,  ,  , 3533, 61.5, 3584, 0
C++, fannkuch-redux, -1, 88.792358398437500000, 87.534362792968750000,  ,  , 3535, 61.5, 3712, 0
C++, fannkuch-redux, -1, 88.581848144531250000, 87.316101074218750000,  ,  , 3534, 61.8, 3584, 0
C++, fannkuch-redux, -1, 88.873535156250000000, 87.606994628906250000,  ,  , 3536, 62.0, 3712, 0
C++, fannkuch-redux, -1, 88.385437011718750000, 87.122253417968750000,  ,  , 3535, 62.0, 3712, 0
C++, fannkuch-redux, -1, 88.499572753906250000, 87.236328125000000000,  ,  , 3534, 62.0, 3584, 0
C++, fannkuch-redux, -1, 88.676513671875000000, 87.410522460937500000,  ,  , 3535, 61.8, 3584, 0
C++, fannkuch-redux, -1, 88.678466796875000000, 87.422546386718750000,  ,  , 3534, 61.5, 3712, 0
C++, fannkuch-redux, -1, 88.628967285156250000, 87.368591308593750000,  ,  , 3537, 62.5, 3584, 0
C++, fannkuch-redux, -1, 88.590515136718750000, 87.330566406250000000,  ,  , 3531, 63.0, 3584, 0
C++, fannkuch-redux, -1, 88.489501953125000000, 87.221313476562500000,  ,  , 3534, 62.5, 3584, 0
C++, fasta, -1, 9.470031738281250000, 9.231689453125000000,  ,  , 666, 54.5, 3244, 0
C++, fasta, -1, 9.567138671875000000, 9.334594726562500000,  ,  , 661, 60.0, 3244, 0
C++, fasta, -1, 9.456298828125000000, 9.220214843750000000,  ,  , 666, 53.8, 3244, 0
C++, fasta, -1, 9.583679199218750000, 9.342346191406250000,  ,  , 661, 59.5, 3372, 0
C++, fasta, -1, 9.455505371093750000, 9.214721679687500000,  ,  , 665, 53.8, 3244, 0
C++, fasta, -1, 9.570434570312500000, 9.333190917968750000,  ,  , 661, 59.2, 3372, 0
C++, fasta, -1, 9.430847167968750000, 9.201110839843750000,  ,  , 664, 54.0, 3244, 0
C++, fasta, -1, 9.514099121093750000, 9.277954101562500000,  ,  , 661, 59.2, 3244, 0
C++, fasta, -1, 9.469360351562500000, 9.235290527343750000,  ,  , 666, 53.8, 3372, 0
C++, fasta, -1, 9.563354492187500000, 9.322082519531250000,  ,  , 661, 59.2, 3244, 0
C++, fasta, -1, 9.487121582031250000, 9.251159667968750000,  ,  , 665, 53.2, 3372, 0
C++, fasta, -1, 9.524963378906250000, 9.287536621093750000,  ,  , 661, 59.5, 3244, 0
C++, fasta, -1, 9.460876464843750000, 9.223876953125000000,  ,  , 661, 53.8, 3372, 0
C++, fasta, -1, 9.534973144531250000, 9.303649902343750000,  ,  , 661, 59.2, 3372, 0
C++, fasta, -1, 9.509765625000000000, 9.274902343750000000,  ,  , 666, 53.5, 3244, 0
C++, fasta, -1, 9.527526855468750000, 9.288208007812500000,  ,  , 661, 58.8, 3244, 0
C++, fasta, -1, 9.535156250000000000, 9.297790527343750000,  ,  , 667, 53.2, 3372, 0
C++, fasta, -1, 9.610351562500000000, 9.369750976562500000,  ,  , 661, 58.5, 3244, 0
C++, fasta, -1, 9.513671875000000000, 9.286682128906250000,  ,  , 665, 53.0, 3244, 0
C++, fasta, -1, 9.586853027343750000, 9.349121093750000000,  ,  , 662, 58.2, 3372, 0
C++, k-nucleotide, -1, 38.046203613281250000, 36.507324218750000000,  ,  , 1759, 59.5, 156500, 0
C++, k-nucleotide, -1, 38.049194335937500000, 36.519653320312500000,  ,  , 1743, 59.8, 156372, 0
C++, k-nucleotide, -1, 37.834960937500000000, 36.311767578125000000,  ,  , 1739, 59.5, 156244, 0
C++, k-nucleotide, -1, 37.549865722656250000, 36.033508300781250000,  ,  , 1725, 59.2, 156244, 0
C++, k-nucleotide, -1, 38.031555175781250000, 36.503540039062500000,  ,  , 1746, 59.5, 156376, 0
C++, k-nucleotide, -1, 38.597229003906250000, 37.140502929687500000,  ,  , 1786, 59.0, 155988, 0
C++, k-nucleotide, -1, 38.106933593750000000, 36.573486328125000000,  ,  , 1746, 59.2, 156372, 0
C++, k-nucleotide, -1, 38.724670410156250000, 37.137939453125000000,  ,  , 1789, 59.2, 156500, 0
C++, k-nucleotide, -1, 38.143493652343750000, 36.582580566406250000,  ,  , 1764, 58.8, 156244, 0
C++, k-nucleotide, -1, 37.792175292968750000, 36.258972167968750000,  ,  , 1737, 59.2, 156504, 0
C++, k-nucleotide, -1, 37.750305175781250000, 36.251770019531250000,  ,  , 1749, 59.8, 156376, 0
C++, k-nucleotide, -1, 38.479370117187500000, 36.920654296875000000,  ,  , 1766, 59.8, 156376, 0
C++, k-nucleotide, -1, 37.640563964843750000, 36.135437011718750000,  ,  , 1728, 58.5, 156248, 0
C++, k-nucleotide, -1, 37.518371582031250000, 36.063415527343750000,  ,  , 1731, 59.8, 156500, 0
C++, k-nucleotide, -1, 37.574279785156250000, 36.088012695312500000,  ,  , 1731, 59.2, 156248, 0
C++, k-nucleotide, -1, 38.477539062500000000, 36.920715332031250000,  ,  , 1793, 59.2, 156244, 0
C++, k-nucleotide, -1, 38.210266113281250000, 36.664123535156250000,  ,  , 1759, 59.0, 156372, 0
C++, k-nucleotide, -1, 37.822753906250000000, 36.304748535156250000,  ,  , 1741, 59.8, 156500, 0
C++, k-nucleotide, -1, 38.544250488281250000, 36.961791992187500000,  ,  , 1786, 59.8, 156116, 0
C++, k-nucleotide, -1, 37.214294433593750000, 35.748413085937500000,  ,  , 1703, 59.8, 156116, 0
C++, mandelbrot, -1, 21.718933105468750000, 21.456298828125000000,  ,  , 748, 53.8, 34304, 0
C++, mandelbrot, -1, 21.869384765625000000, 21.597167968750000000,  ,  , 744, 61.5, 34176, 0
C++, mandelbrot, -1, 21.805297851562500000, 21.548095703125000000,  ,  , 749, 53.8, 34304, 0
C++, mandelbrot, -1, 21.872436523437500000, 21.602111816406250000,  ,  , 743, 61.0, 34176, 0
C++, mandelbrot, -1, 21.804809570312500000, 21.546508789062500000,  ,  , 748, 53.8, 34176, 0
C++, mandelbrot, -1, 21.940246582031250000, 21.671875000000000000,  ,  , 743, 61.5, 34304, 0
